Name,Academic Press,Conflict Resolution,Course Clarity,Cultural Awareness and Inclusive Classroom Instruction,Guidance,Inclusive Leadership,Personal Attention and Support,Preventing Bullying,Safety,Social Emotional,Student-Student Trust,Student-Teacher Trust,system_code,fiscal_year,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct,Simple_Name
09X593 - South Bronx International Middle School,69.0,78.0,74.0,82.0,85.0,83.0,69.0,57.0,80.0,65.0,64.0,79.0,09X593,2020,X593,South Bronx International Middle School,320900010593,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,SE",,2018-07-01T00:00:00.000,Open,X145,1000 TELLER AVENUE,NY,1008032.0,240747.0,-73.914067,40.827438,204.0,16.0,17300.0,2024240001.0,BX14,East Concourse-Concourse Village,ALISON ANGRISANI,Principal,718-588-0341,718-590-0189,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 8- Bronx,,,,204.0,44.0,09
09X594 - New Pathways Academy,75.0,84.0,79.0,86.0,87.0,84.0,76.0,58.0,83.0,61.0,63.0,83.0,09X594,2020,X594,M.S. 594,320900010594,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE",,2018-07-01T00:00:00.000,Open,X145,1000 TELLER AVENUE,NY,1008032.0,240747.0,-73.914067,40.827438,204.0,16.0,17300.0,2024240001.0,BX14,East Concourse-Concourse Village,LYNE JAMES TURNBULL,Principal,718-588-8349,718-588-8263,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,,,,204.0,44.0,09
10X003 - P.S. 3 Raul Julia Micro Society,60.0,67.0,66.0,76.0,85.0,80.0,58.0,45.0,65.0,54.0,46.0,69.0,10X003,2020,X003,P.S. 3 Raul Julia Micro Society,321000010003,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1995-07-01T00:00:00.000,Open,X003,2100 LAFONTAINE AVENUE,NY,1014231.0,249022.0,-73.89163,40.850131,206.0,15.0,37504.0,2030620043.0,BX17,East Tremont,DENISE BROWN,Principal,718-584-1899,718-584-3590,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,206.0,48.0,10
10X015 - P.S. X015 Institute for Environmental Learning,63.0,69.0,62.0,81.0,79.0,77.0,61.0,55.0,75.0,51.0,63.0,72.0,10X015,2020,X015,P.S. X015 Institute for Environmental Learning,321000010015,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1995-07-01T00:00:00.000,Open,X015,2195 ANDREWS AVENUE,NY,1009211.0,252336.0,-73.909763,40.859243,207.0,14.0,25500.0,2032240009.0,BX30,Kingsbridge Heights,Tara Edmonds,Principal,718-563-0473,718-563-1568,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,207.0,52.0,10
"10X020 - PS/MS 20 P.O.George J. Werdann, III",62.0,71.0,70.0,81.0,76.0,83.0,64.0,42.0,68.0,57.0,50.0,78.0,10X020,2020,X020,"PS/MS 20 P.O.George J. Werdann, III",321000010020,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1996-07-01T00:00:00.000,Open,X020,3050 WEBSTER AVENUE,NY,1017790.0,256077.0,-73.878731,40.869482,207.0,11.0,42500.0,2033300001.0,BX43,Norwood,CARLA LING,Principal,718-515-9370,718-515-9378,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,207.0,52.0,10
10X037 - P.S. X037 - Multiple Intelligence School,71.0,71.0,81.0,86.0,83.0,77.0,76.0,47.0,77.0,60.0,57.0,85.0,10X037,2020,X037,P.S. X037 - Multiple Intelligence School,321000010037,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1994-07-01T00:00:00.000,Open,X037,360 WEST 230 STREET,NY,1008117.0,259145.0,-73.913694,40.877935,208.0,11.0,29302.0,2057160725.0,BX29,Spuyten Duyvil-Kingsbridge,KENNETH PETRICCIONE,Principal,718-796-0360,718-796-0054,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,208.0,50.0,10
10X045 - Thomas C. Giordano Middle School 45,66.0,68.0,73.0,80.0,83.0,82.0,65.0,37.0,64.0,56.0,46.0,77.0,10X045,2020,X045,Thomas C. Giordano Middle School 45,321000010045,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1912-07-01T00:00:00.000,Open,X045,2502 LORILLARD PLACE,NY,1015501.0,252032.0,-73.887026,40.858389,206.0,15.0,38700.0,2030670001.0,BX06,Belmont,ANNAMARIA PERROTTA,Principal,718-584-1660,718-584-7968,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,206.0,48.0,10
10X080 - J.H.S. 080 The Mosholu Parkway,71.0,78.0,72.0,84.0,84.0,86.0,69.0,59.0,79.0,62.0,68.0,84.0,10X080,2020,X080,J.H.S. 080 The Mosholu Parkway,321000010080,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1925-07-01T00:00:00.000,Open,X080,149 EAST MOSHOLU PKWY N,NY,1017091.0,258749.0,-73.881245,40.876819,207.0,11.0,41900.0,2033360035.0,BX43,Norwood,Emmanuel Polanco,Principal,718-405-6300,718-405-6324,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,207.0,52.0,10
10X080 - J.H.S. 080 The Mosholu Parkway,71.0,78.0,72.0,84.0,84.0,86.0,69.0,59.0,79.0,62.0,68.0,84.0,10X080,2020,X080,J.H.S. 080 The Mosholu Parkway,321000010080,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1925-07-01T00:00:00.000,Open,X080,149 EAST MOSHOLU PKWY N,NY,1017091.0,258749.0,-73.881245,40.876819,207.0,11.0,41900.0,2033360035.0,BX43,Norwood,Emmanuel Polanco,Principal,718-405-6300,718-405-6324,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,207.0,52.0,10
10X086 - P.S. 086 Kingsbridge Heights,80.0,91.0,89.0,89.0,89.0,94.0,83.0,64.0,86.0,70.0,73.0,92.0,10X086,2020,X086,P.S. 086 Kingsbridge Heights,321000010086,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05,06",1928-07-01T00:00:00.000,Open,X086,2756 RESERVOIR AVENUE,NY,1012719.0,255917.0,-73.897066,40.869061,207.0,11.0,40900.0,2032470070.0,BX28,Van Cortlandt Village,Fiona Tyson,Principal,718-584-5585,718-584-7027,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,207.0,52.0,10
10X095 - P.S. 095 Sheila Mencher,62.0,64.0,64.0,76.0,77.0,77.0,60.0,39.0,67.0,52.0,47.0,74.0,10X095,2020,X095,P.S. 095 Sheila Mencher,321000010095,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1933-07-01T00:00:00.000,Open,X095,3961 HILLMAN AVENUE,NY,1014207.0,261015.0,-73.891664,40.883049,208.0,11.0,28100.0,2032520182.0,BX28,Van Cortlandt Village,SERGE DAVIS,Principal,718-796-9200,718-796-7330,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,208.0,50.0,10
10X118 - J.H.S. 118 William W. Niles,65.0,67.0,70.0,79.0,82.0,77.0,60.0,44.0,70.0,52.0,55.0,74.0,10X118,2020,X118,J.H.S. 118 William W. Niles,321000010118,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1939-07-01T00:00:00.000,Open,X118,577 EAST 179 STREET,NY,1013996.0,248501.0,-73.892482,40.848702,206.0,15.0,37504.0,2030690001.0,BX17,East Tremont,GIULIA COX,Principal,718-584-2330,718-584-7763,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,206.0,48.0,10
10X141 - Riverdale / Kingsbridge Academy (Middle School / High School 141),61.0,62.0,67.0,78.0,76.0,76.0,58.0,47.0,73.0,51.0,62.0,75.0,10X141,2020,X141,Riverdale / Kingsbridge Academy (Middle School / H,321000011141,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1957-07-01T00:00:00.000,Open,X141,660 WEST 237 STREET,NY,1007990.0,262596.0,-73.914141,40.887407,208.0,11.0,30900.0,2059180376.0,BX22,North Riverdale-Fieldston-Riverdale,LORI OMARA,Principal,718-796-8516,718-796-8657,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,208.0,50.0,10
10X206 - I.S. 206 Ann Mersereau,72.0,79.0,72.0,87.0,88.0,91.0,75.0,57.0,78.0,65.0,67.0,83.0,10X206,2020,X206,I.S. 206 Ann Mersereau,321000010206,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",1980-07-01T00:00:00.000,Open,X206,2280 AQUEDUCT AVENUE,NY,1010173.0,252443.0,-73.906285,40.859534,207.0,14.0,25300.0,2032090001.0,BX30,Kingsbridge Heights,RAFAEL CABRAL,Principal,718-584-1570,718-584-7928,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,207.0,52.0,10
10X213 - Bronx Engineering and Technology Academy,72.0,86.0,78.0,86.0,84.0,91.0,73.0,75.0,87.0,67.0,82.0,84.0,10X213,2020,X213,Bronx Engineering and Technology Academy,321000011213,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X475,99 TERRACE VIEW AVENUE,NY,1008396.0,258943.0,-73.912686,40.877379,208.0,10.0,30900.0,1022150080.0,MN01,Marble Hill-Inwood,Vijayal Montgomery-Giles,Principal,718-563-6678,718-817-7698,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",208.0,50.0,10
10X225 - Theatre Arts Production Company School,64.0,72.0,66.0,83.0,75.0,80.0,62.0,57.0,74.0,55.0,65.0,78.0,10X225,2020,X225,Theatre Arts Production Company School,321000010225,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1999-07-01T00:00:00.000,Open,X137,2225 WEBSTER AVENUE,NY,1012632.0,250523.0,-73.897404,40.854257,205.0,15.0,37900.0,2031430043.0,BX41,Mount Hope,Ron Link,Principal,718-584-0832,718-584-5102,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",205.0,46.0,10
10X228 - Jonas Bronck Academy,74.0,78.0,77.0,87.0,88.0,89.0,70.0,65.0,83.0,63.0,74.0,83.0,10X228,2020,X228,Jonas Bronck Academy,321000010228,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2000-07-01T00:00:00.000,Open,X283,400 EAST FORDHAM ROAD,NY,1014245.0,252977.0,-73.891562,40.860987,206.0,15.0,38302.0,2030337501.0,BX40,Fordham South,Brenda Gonzalez,Principal,718-365-2502,718-365-3892,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,206.0,48.0,10
"10X237 - The Marie Curie School for Medicine, Nursing, and Health Professions",66.0,75.0,65.0,82.0,81.0,87.0,64.0,71.0,79.0,57.0,68.0,84.0,10X237,2020,X237,"The Marie Curie School for Medicine, Nursing, and",321000011237,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X143,120 WEST 231 STREET,NY,1011472.0,258311.0,-73.901565,40.875636,208.0,14.0,27300.0,2032530141.0,BX28,Van Cortlandt Village,Peta Gaye Williams,I.A. Principal,718-432-6491,718-796-7051,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",208.0,50.0,10
10X243 - West Bronx Academy for the Future,65.0,73.0,67.0,81.0,80.0,81.0,64.0,54.0,75.0,55.0,65.0,80.0,10X243,2020,X243,West Bronx Academy for the Future,321000011243,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2004-09-08T00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,NY,1015058.0,252424.0,-73.888625,40.859466,206.0,15.0,38700.0,2030590001.0,BX06,Belmont,WILPER MORALES,Principal,718-563-7139,718-563-7362,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",206.0,48.0,10
10X244 - The New School for Leadership and Journalism,74.0,82.0,80.0,88.0,90.0,92.0,74.0,61.0,83.0,65.0,69.0,86.0,10X244,2020,X244,The New School for Leadership and Journalism,321000010244,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2005-07-01T00:00:00.000,Open,X143,120 WEST 231 STREET,NY,1011472.0,258311.0,-73.901565,40.875636,208.0,14.0,27300.0,2032530141.0,BX28,Van Cortlandt Village,Eduardo Mora,Principal,718-601-2869,718-601-2867,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,208.0,50.0,10
10X254 - I.S. 254,62.0,66.0,65.0,78.0,81.0,74.0,63.0,38.0,65.0,53.0,45.0,74.0,10X254,2020,X254,I.S. 254,321000010254,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1999-07-01T00:00:00.000,Open,X254,2452 WASHINGTON AVENUE,NY,1014712.0,252152.0,-73.889878,40.858721,206.0,15.0,38700.0,2030580003.0,BX06,Belmont,JAVIER OCAMPO,Principal,718-220-8700,718-220-4881,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,206.0,48.0,10
10X264 - Bronx Academy for Software Engineering (BASE),71.0,84.0,78.0,86.0,86.0,94.0,75.0,67.0,79.0,66.0,75.0,87.0,10X264,2020,X264,Bronx Academy for Software Engineering (BASE),321000011264,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2013-07-01T00:00:00.000,Open,X660,2474 CROTONA AVENUE,NY,1016758.0,250942.0,-73.882487,40.855392,206.0,15.0,39300.0,2031040007.0,BX06,Belmont,Benjamin Grossman,I.A. Principal,718-733-6024,718-733-6429,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",206.0,48.0,10
10X268 - Kingsbridge International High School,70.0,79.0,73.0,86.0,82.0,84.0,68.0,60.0,82.0,63.0,69.0,82.0,10X268,2020,X268,Kingsbridge International High School,321000011268,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2005-07-01T00:00:00.000,Open,X430,2780 RESERVOIR AVENUE,NY,1012719.0,255917.0,-73.897066,40.869061,207.0,11.0,40900.0,2032470070.0,BX28,Van Cortlandt Village,William Gagstetter,Principal,718-329-8580,718-329-8582,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 1- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",207.0,52.0,10
"10X279 - P.S. 279 Captain Manuel Rivera, Jr.",76.0,85.0,86.0,92.0,89.0,93.0,83.0,63.0,81.0,70.0,66.0,88.0,10X279,2020,X279,"P.S. 279 Captain Manuel Rivera, Jr.",321000010279,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1992-07-01T00:00:00.000,Open,X279,2100 WALTON AVENUE,NY,1010542.0,250670.0,-73.904958,40.854666,205.0,14.0,24100.0,2031780014.0,BX41,Mount Hope,Jean Dalton Encke,Principal,718-584-6004,718-584-7220,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,205.0,46.0,10
10X280 - P.S./M.S. 280 Mosholu Parkway,63.0,77.0,73.0,85.0,81.0,89.0,69.0,57.0,77.0,60.0,61.0,83.0,10X280,2020,X280,P.S./M.S. 280 Mosholu Parkway,321000010280,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1988-06-10T00:00:00.000,Open,X080,3202 STEUBEN AVENUE,NY,1017091.0,258749.0,-73.881245,40.876819,207.0,11.0,41900.0,2033360035.0,BX43,Norwood,JAMES WEEKS,Principal,718-405-6360,718-405-6329,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,207.0,52.0,10
10X280 - P.S./M.S. 280 Mosholu Parkway,63.0,77.0,73.0,85.0,81.0,89.0,69.0,57.0,77.0,60.0,61.0,83.0,10X280,2020,X280,P.S./M.S. 280 Mosholu Parkway,321000010280,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1988-06-10T00:00:00.000,Open,X080,3202 STEUBEN AVENUE,NY,1017091.0,258749.0,-73.881245,40.876819,207.0,11.0,41900.0,2033360035.0,BX43,Norwood,JAMES WEEKS,Principal,718-405-6360,718-405-6329,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,207.0,52.0,10
10X284 - Bronx School of Law and Finance,62.0,75.0,67.0,83.0,86.0,92.0,63.0,68.0,79.0,57.0,75.0,81.0,10X284,2020,X284,Bronx School of Law and Finance,321000011284,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X475,99 TERRACE VIEW AVENUE,NY,1008396.0,258943.0,-73.912686,40.877379,208.0,10.0,30900.0,1022150080.0,MN01,Marble Hill-Inwood,Jessica Goring,Principal,718-561-0113,718-561-0595,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",208.0,50.0,10
10X308 - Bronx Dance Academy School,67.0,82.0,72.0,83.0,86.0,88.0,67.0,53.0,82.0,59.0,61.0,81.0,10X308,2020,X308,Bronx Dance Academy School,321000010308,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2003-06-30T00:00:00.000,Open,X852,3617 BAINBRIDGE AVENUE,NY,1017970.0,261887.0,-73.878051,40.885428,207.0,11.0,43100.0,2033290124.0,BX43,Norwood,SANDRA SANCHEZ,Principal,718-515-0410,718-515-0345,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,207.0,52.0,10
10X315 - P.S. 315 Lab School,78.0,84.0,83.0,90.0,86.0,91.0,81.0,53.0,87.0,63.0,73.0,88.0,10X315,2020,X315,P.S. 315 Lab School,321000010315,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",1997-04-29T00:00:00.000,Open,X779,2865 CLAFLIN AVENUE,NY,1011887.0,257591.0,-73.900068,40.873659,208.0,14.0,26702.0,2032500073.0,BX28,Van Cortlandt Village,Gaby Flores,Principal,929-237-7750,929-237-7752,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,208.0,50.0,10
10X319 - Providing Urban Learners Success In Education High School,93.0,99.0,98.0,99.0,99.0,99.0,98.0,99.0,96.0,83.0,100.0,99.0,10X319,2020,X319,Providing Urban Learners Success In Education High,321000011319,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,X211,560 EAST 179 STREET,NY,1013647.0,248385.0,-73.893744,40.848385,206.0,15.0,37504.0,2030610055.0,BX17,East Tremont,CAROL WIGGINS,Principal,718-294-0230,718-584-7809,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 6- Bronx,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",206.0,48.0,10
10X331 - The Bronx School of Young Leaders,66.0,69.0,70.0,78.0,83.0,77.0,65.0,45.0,67.0,54.0,49.0,74.0,10X331,2020,X331,The Bronx School of Young Leaders,321000010331,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2004-09-08T00:00:00.000,Open,X306,40 WEST TREMONT AVENUE,NY,1008920.0,249231.0,-73.910827,40.850722,205.0,14.0,21700.0,2028620014.0,BX36,University Heights-Morris Heights,SERAPHA CRUZ,Principal,718-583-4146,718-583-4292,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,205.0,46.0,10
10X342 - International School for Liberal Arts,74.0,83.0,77.0,86.0,85.0,90.0,73.0,57.0,77.0,63.0,76.0,84.0,10X342,2020,X342,International School for Liberal Arts,321000011342,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2005-05-02T00:00:00.000,Open,X430,2780 RESERVOIR AVENUE,NY,1012719.0,255917.0,-73.897066,40.869061,207.0,11.0,40900.0,2032470070.0,BX28,Van Cortlandt Village,Francine Cruz,Principal,718-329-8570,718-329-8572,10,10,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",207.0,52.0,10
10X351 - Bronx Collaborative High School,68.0,74.0,67.0,84.0,80.0,88.0,66.0,57.0,75.0,58.0,70.0,85.0,10X351,2020,X351,Bronx Collaborative High School,321000011351,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2013-07-01T00:00:00.000,Open,X440,100 WEST MOSHOLU PARKWAY SOUTH,NY,1014942.0,259890.0,-73.889011,40.879958,207.0,11.0,40900.0,2032510201.0,BX28,Van Cortlandt Village,Brett Schneider,I.A. Principal,718-543-1023,718-543-1029,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",207.0,52.0,10
10X353 - World View High School,75.0,82.0,81.0,89.0,88.0,84.0,73.0,77.0,83.0,63.0,84.0,87.0,10X353,2020,X353,World View High School,321000011353,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2013-07-01T00:00:00.000,Open,X440,100 WEST MOSHOLU PARKWAY SOUTH,NY,1014942.0,259890.0,-73.889011,40.879958,207.0,11.0,40900.0,2032510201.0,BX28,Van Cortlandt Village,Martin Hernandez,Principal,718-601-0391,718-601-0821,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",207.0,52.0,10
10X363 - Academy For Personal Leadership And Excellence,70.0,83.0,74.0,86.0,87.0,88.0,71.0,63.0,82.0,66.0,73.0,85.0,10X363,2020,X363,Academy For Personal Leadership And Excellence,321000010363,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,SE","06,07,08",2010-07-01T00:00:00.000,Open,X115,120 EAST 184 STREET,NY,1011776.0,252431.0,-73.90049,40.859496,205.0,14.0,23703.0,2031720046.0,BX40,Fordham South,Angelo Ledda,Principal,718-220-3139,718-220-6018,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,205.0,46.0,10
10X368 - In-Tech Academy (M.S. / High School 368),63.0,72.0,69.0,81.0,80.0,82.0,62.0,57.0,76.0,56.0,70.0,78.0,10X368,2020,X368,In-Tech Academy (M.S. / High School 368),321000010368,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2004-07-01T00:00:00.000,Open,X368,2975 TIBBETT AVENUE,NY,1008117.0,259145.0,-73.913694,40.877935,208.0,11.0,29302.0,2057160725.0,BX29,Spuyten Duyvil-Kingsbridge,Stephen Seltzer,Principal,718-432-4300,718-432-4310,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,208.0,50.0,10
10X374 - Knowledge and Power Prep Academy Intl High School (Kappa),71.0,83.0,76.0,86.0,85.0,88.0,74.0,69.0,84.0,62.0,78.0,85.0,10X374,2020,X374,Knowledge and Power Preparatory Academy Internatio,321000011374,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2007-07-01T00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,NY,1015058.0,252424.0,-73.888625,40.859466,206.0,15.0,38700.0,2030590001.0,BX06,Belmont,PANOREA PANAGIOSOULIS,Principal,718-933-1247,718-933-1568,10,10,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",206.0,48.0,10
